,unprocessed_tweet,product,emotion,processed_tweet,emotion_encoded
7554,wow! major win for you! ÛÏ@mention traded the Xoom I won at the JS party for the iPad 2 @mention won #sxsw #winwin #winning #tigerbloodÛ,iPad,Positive emotion,wow major win trade xoom j party ipad winwin win tigerblood,1
7555,"&quot;O frabjous day ! Callooh ! Callay !Û_[Baaah!?]&quot;ÛÓLewis
 Carroll ÷È crowd swarms for iPad 2 launch {link} via @mention #SXSW",iPad,Positive emotion,quoto frabjous day callooh callay baaahquotlewis carroll crowd swarm ipad launch via,1
7561,"Apps distract pubs, sez Khoi Vinh. Instead of focusing on reader exp, they're delivering same content 3 ways. #SXSW  {link}",,Negative emotion,apps distract pub sez khoi vinh instead focus reader exp theyre deliver content way,0
7562,"SXSW Interactive: GoogleÛªs Mobile Future, &amp; Elusive Û÷Power of HereÛª - @mention @mention - #sxsw #google #mobile - {link}",,Positive emotion,interactive google mobile future amp elusive power google mobile,1
7563,"Congrats Radical Media, Google, Arcade Fire for #sxsw best in show: Wilderness Downtown!",Google,Positive emotion,congrats radical medium google arcade fire best show wilderness downtown,1
7566,How frustrating is it that Zeldman autocorrects to Zelda on the iPhone? #jzsxsw #sxsw,iPhone,Negative emotion,frustrate zeldman autocorrects zelda iphone jzsxsw,0
7572,Google Circles at #sxsw whoooooo {link},Google,Positive emotion,google circle whoooooo,1
7575,Google Circles is (not) a real thing and will (not) be launched today at #sxsw {link},Other Google product or service,Negative emotion,google circle real thing launch today,0
7589,"Google Circles, if as described another good move as a product but too late?{link} #sxsw (via @mention",Other Google product or service,Positive emotion,google circle describe another good move product latelink via,1
7591,Google Circles?  #sxsw #orly?,Other Google product or service,Positive emotion,google circle orly,1
7601,"Dear Lanyrd -- you're site is awesome to use for #sxsw, but i wish you had an iphone app!",iPad or iPhone App,Positive emotion,dear lanyrd site awesome use wish iphone app,1
7604,apple store #sxsw line is moving at the front. these fruit basket imacs better be worth it!,Apple,Positive emotion,apple store line move front fruit basket imacs well worth,1
7605,#Foursquare + #Gowalla updating to V3.0; just in time for #SXSW.  Gowalla def stepped it up w/ their new #Android UI.,Android App,Positive emotion,foursquare gowalla updating time gowalla def step new android ui,1
7614,"Apple store coming 2 Austin for SXSW.   RT: &quot;@mention Before It Even Begins, Apple Wins #SXSW {link} on @mention",Apple,Positive emotion,apple store come austin quotmention even begin apple win,1
7620,ÛÏFoursquare for bands&quot; just in time for #SXSW {link},iPad or iPhone App,Positive emotion,foursquare bandsquot time,1
7622,Temperature going up :) RT @mention @mention  @mention &amp;  @mention having fun at #google [pic] #SXSW {link},Google,Positive emotion,temperature go amp fun google pic,1
7624,Apple Store has had a line down the block all week long at #sxsw amazing,Apple,Positive emotion,apple store line block week long amazing,1
7628,Apple Store is buzzing: {link} - RT @mention Speaking of #sxsw: how about that #apple store on 6th and congress? Would...,Apple,Positive emotion,apple store buzz speak apple store th congress would,1
7629,&quot;There is no other explanation for Apple's continued survival than the existence of God&quot; #GuyKawasaki #sxsw,Apple,Negative emotion,quotthere explanation apple continue survival existence godquot guykawasaki,0
7631,"Apple store peeps come running, high-fiving all in line. Open any sec? Enuf for all us chumps? #SXSW #ipad2 {link}",Apple,Positive emotion,apple store peep come run highfiving line open sec enuf u chump ipad,1
7633,#papasangre producers new audio experience iPhone awesomeness #nightjar looks (or rather sounds) amazing. #sxsw,iPhone,Positive emotion,papasangre producer new audio experience iphone awesomeness nightjar look rather sound amazing,1
7637,"Papa Sangre, an immersive audio game for IPhone, is free today. Highly recommended. #PapaSangre #SxSW",iPad or iPhone App,Positive emotion,papa sangre immersive audio game iphone free today highly recommend papasangre,1
7638,"@mention re:new features of google maps,ex:ability to see inside amazing museums and be able to zoom to the brushstroke #SXSW #LoveHer",Other Google product or service,Positive emotion,renew feature google mapsexability see inside amaze museum able zoom brushstroke loveher,1
7639,"I was there. It was nuts. RT @mention iPad 2 in hand, awesome dude gave me cutsies on a 3 hour line. #austin #apple #sxsw #winning",iPad,Positive emotion,nut ipad hand awesome dude give cutsies hour line austin apple win,1
7640,Whoa! There's a dude in front of me using Google Wave! #sxsw #xplat,,Positive emotion,whoa there dude front use google wave xplat,1
7641,&quot;There's a reason why Google isn't in social -- they are too technical.&quot; #sxsw #comments,Google,Negative emotion,quottheres reason google social technicalquot comment,0
7644,"Enough already .... ÛÏ@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxswÛ",,Negative emotion,enough already google launch major new social network call circle possibly today,0
7645,people already lining up on the #sxsw #apple store at 6th and Congress. Festival promises to be much more attracting than that!,Apple,Positive emotion,people already line apple store th congress festival promise much attract,1
7646,#sxflip breaking(?) iPhone version of Flipboard is ther next product #sxsw yay!,iPad or iPhone App,Positive emotion,sxflip break iphone version flipboard ther next product yay,1
7647,@mention really disappointed with the iPad app - lots of error messages have to switch to tweet deck for the rest of #sxsw,iPad or iPhone App,Negative emotion,really disappointed ipad app lot error message switch tweet deck rest,0
7653,Pick Up Great Unlockable Deals by Checking Into Places on Google Latitude [Apps] {link} #GoogleBlog #SXSW #VIP,Other Google product or service,Positive emotion,pick great unlockable deal check place google latitude apps googleblog vip,1
7657,"just ordered my ipad 2 and am excited to be at #SXSW, but it all seems silly with what's happening in japan right now.",iPad,Positive emotion,order ipad excite seem silly whats happen japan right,1
7659,Score a free imo tshirt outside the SXSW Apple store today at 2:15 PM &amp; check out imo's app for the iPad 2  {link} #sxsw #ipad2,iPad or iPhone App,Positive emotion,score free imo tshirt outside apple store today pm amp check imos app ipad ipad,1
7663,Farmers prefer Balckberries over iPhones and Andriod devices. More durable? Anti-Apple feelings?  #mobilefarm #sxsw,iPhone,Negative emotion,farmer prefer balckberries iphones andriod device durable antiapple feeling mobilefarm,0
7664,#iPad therefore I am.  What is the line like at the #Apple Store near #SXSW in Austin?  send pics!,iPad,Positive emotion,ipad therefore line like apple store near austin send pic,1
7667,Horrible repressed memories of the Apple spinning beach ball coming back at the #progressbar talk. #sxsw,Apple,Negative emotion,horrible repressed memory apple spin beach ball come back progressbar talk,0
7671,@mention Respectfully disagree about the iphone. Battery life is a problem and it isn't as ubiquitous as it seems. #project314 #sxsw,iPhone,Negative emotion,respectfully disagree iphone battery life problem ubiquitous seem project,0
7674,Very interesting. RT @mention Apple to Open Pop-Up Shop at SXSW {link} #sxsw #sxswi #popupshop #apple,Apple,Positive emotion,interest apple open popup shop sxswi popupshop apple,1
7675,"adaptive retail -- apple to open pop-up shop at #sxsw. skillfully done, cupertino: {link}",Apple,Positive emotion,adaptive retail apple open popup shop skillfully do cupertino,1
7677,"#sxsw   Tried 2 days with iPAD, w/o MacBook Pro.  the experiment is over. I heart a real keyboard.",iPad,Negative emotion,tried day ipad wo macbook pro experiment heart real keyboard,0
7680,Google (tries again) to launch a new social network called Circles: {link} #sxsw @mention #310409H2011,,Negative emotion,google try launch new social network call circle,0
7684,#Google Crisis Response has a site up w/ good info on Japanese earthquake/tsunami: {link} #SXSW #SXSWi,Google,Positive emotion,google crisis response site good info japanese earthquaketsunami sxswi,1
7687,During Marissa Mayer's presentation at #SXSW they did  a demo of Google maps version 5.2 on mobile and it was pretty impressive.,Other Google product or service,Positive emotion,marissa mayer presentation demo google map version mobile pretty impressive,1
7689,Even security guards in Austin enjoy iPad time. #SXSW (cc @mention {link},iPad,Positive emotion,even security guard austin enjoy ipad time cc,1
7694,Social marketing experts at #SXSW: Everyone has to face facts &amp; admit that Apple again showed everyone how marketing is done. #CNET,Apple,Positive emotion,social marketing expert everyone face facts amp admit apple show everyone marketing do cnet,1
7695,Need a Workspace?  Book it from your #iPhone {link} @mention #app #SXSW #virtualoffice,,Positive emotion,need workspace book iphone app virtualoffice,1
7696,Thanks girl! RT @mention Congrats to @mention on winning the last @mention #iPad case for her boyfriend aw :) #SXSW #cbatsxsw,Other Apple product or service,Positive emotion,thanks girl congrats win last ipad case boyfriend aw cbatsxsw,1
7698,"On the Early #nerdbird to #SXSW - get @mention iPhone app. Share photos of airport people. Like people of Wal-Mart, but at airports!",iPad or iPhone App,Positive emotion,early nerdbird get iphone app share photos airport people like people walmart airport,1
7701,False Alarm: Google Circles Not Coming NowÛÒand Probably Not Ever? - {link} #Google #Circles #Social #SXSW,,Negative emotion,false alarm google circle come nowand probably ever google circle social,0
7708,iPad 2 turned into giant camera looks plain stupid #sxsw,iPad,Negative emotion,ipad turn giant camera look plain stupid,0
7709,Cool Internet art: Google will eat itself. Google ads revenue used  to buy google stock. #sxsw,Google,Positive emotion,cool internet art google eat google ad revenue use buy google stock,1
7711,Great Intro to #saveustechies #sxsw: VIDEO: the Surui Carbon Project from Google Earth Engine {link},Other Google product or service,Positive emotion,great intro saveustechies video surui carbon project google earth engine,1
7714,#sxsw Android users: we're proud of you.,Android,Positive emotion,android user proud,1
